Gender_F_Flag,Gender_M_Flag,Residence_distance_from_store,time_in_store,accompanying_people,family_size,total_purchase_amount,F1,F2,F3,F4
1,0,4,53,4,4,1682,53,2809,16,16
1,0,4,53,5,5,2243,53,2809,25,16
1,0,5,50,0,2,1389,50,2500,0,25
1,0,5,53,3,5,968,53,2809,9,25
0,1,5,38,3,3,1254,0,1444,9,25
0,1,5,37,2,4,1302,0,1369,4,25
1,0,7,52,1,4,1494,52,2704,1,49
0,1,2,37,4,4,1146,0,1369,16,4
1,0,5,52,2,3,1568,52,2704,4,25
0,1,2,34,0,5,874,0,1156,0,4
1,0,5,50,0,2,1467,50,2500,0,25
0,1,7,38,2,3,1476,0,1444,4,49
1,0,3,54,7,4,2070,54,2916,49,9
0,1,5,38,3,4,1624,0,1444,9,25
1,0,9,54,3,3,2283,54,2916,9,81
1,0,6,54,5,6,1973,54,2916,25,36
1,0,4,52,2,5,1168,52,2704,4,16
1,0,4,52,3,6,1576,52,2704,9,16
0,1,2,38,6,3,2135,0,1444,36,4
0,1,5,38,3,7,1761,0,1444,9,25
1,0,4,52,3,6,1464,52,2704,9,16
0,1,8,39,5,6,1883,0,1521,25,64
0,1,3,37,3,5,949,0,1369,9,9
1,0,7,53,3,3,1725,53,2809,9,49
1,0,8,53,3,3,2029,53,2809,9,64
0,1,5,37,2,3,1473,0,1369,4,25
1,0,6,52,1,6,1362,52,2704,1,36
0,1,6,37,2,4,1257,0,1369,4,36
1,0,4,52,2,5,1055,52,2704,4,16
1,0,3,51,2,4,1898,51,2601,4,9
1,0,3,51,1,4,1085,51,2601,1,9
1,0,7,51,0,5,1131,51,2601,0,49
0,1,3,37,4,4,1531,0,1369,16,9
1,0,7,55,6,4,2507,55,3025,36,49
1,0,6,52,1,4,802,52,2704,1,36
1,0,6,54,5,3,2077,54,2916,25,36
1,0,7,53,2,4,1479,53,2809,4,49
1,0,7,54,4,5,1809,54,2916,16,49
1,0,8,53,3,4,2374,53,2809,9,64
1,0,10,54,3,4,1593,54,2916,9,100
1,0,4,51,1,5,1416,51,2601,1,16
1,0,8,53,2,5,1670,53,2809,4,64
1,0,8,54,4,5,2237,54,2916,16,64
1,0,7,54,5,4,1932,54,2916,25,49
1,0,13,53,1,5,3012,53,2809,1,169
1,0,4,52,2,5,1431,52,2704,4,16
0,1,4,36,1,3,964,0,1296,1,16
1,0,6,51,0,4,1367,51,2601,0,36
1,0,1,50,2,3,1192,50,2500,4,1
0,1,6,37,2,4,1681,0,1369,4,36
0,1,2,34,0,2,777,0,1156,0,4
0,1,5,36,1,5,1274,0,1296,1,25
1,0,6,54,6,3,2244,54,2916,36,36
1,0,9,53,2,3,2010,53,2809,4,81
1,0,6,51,0,3,1251,51,2601,0,36
1,0,4,51,1,3,999,51,2601,1,16
1,0,6,54,5,4,1953,54,2916,25,36
1,0,9,55,5,4,1761,55,3025,25,81
0,1,4,37,3,4,1570,0,1369,9,16
1,0,7,54,4,6,1861,54,2916,16,49
0,1,9,38,2,5,1938,0,1444,4,81
1,0,3,52,3,5,1739,52,2704,9,9
1,0,0,48,1,5,692,48,2304,1,0
1,0,5,53,3,3,1874,53,2809,9,25
0,1,8,37,1,6,1459,0,1369,1,64
1,0,8,53,3,4,2034,53,2809,9,64
1,0,7,51,0,4,1378,51,2601,0,49
1,0,5,53,4,5,1452,53,2809,16,25
1,0,3,52,4,3,1556,52,2704,16,9
1,0,6,53,3,3,2025,53,2809,9,36
0,1,7,40,6,3,2323,0,1600,36,49
0,1,5,37,2,5,1559,0,1369,4,25
1,0,9,54,3,3,2208,54,2916,9,81
1,0,6,55,7,4,2214,55,3025,49,36
1,0,4,52,3,4,1506,52,2704,9,16
1,0,7,54,4,4,2144,54,2916,16,49
1,0,3,52,4,2,1623,52,2704,16,9
0,1,6,37,1,5,1411,0,1369,1,36
1,0,5,53,3,4,1908,53,2809,9,25
1,0,2,51,3,4,1325,51,2601,9,4
0,1,4,37,2,5,1400,0,1369,4,16
0,1,5,38,3,4,1456,0,1444,9,25
1,0,4,52,2,5,1217,52,2704,4,16
1,0,6,53,3,1,1849,53,2809,9,36
1,0,7,55,6,6,2580,55,3025,36,49
1,0,2,52,4,3,1658,52,2704,16,4
0,1,7,37,1,4,1539,0,1369,1,49
1,0,7,55,7,4,2435,55,3025,49,49
1,0,11,55,4,5,2337,55,3025,16,121
1,0,6,54,6,2,2094,54,2916,36,36
1,0,2,51,2,5,1295,51,2601,4,4
1,0,8,54,5,3,2227,54,2916,25,64
1,0,3,53,5,4,1393,53,2809,25,9
0,1,2,38,6,3,1956,0,1444,36,4
1,0,8,55,6,4,2266,55,3025,36,64
1,0,4,52,2,3,1727,52,2704,4,16
1,0,7,51,0,4,616,51,2601,0,49
0,1,7,38,3,3,1676,0,1444,9,49
1,0,10,53,2,5,2075,53,2809,4,100
1,0,7,54,4,3,2556,54,2916,16,49
1,0,4,52,2,4,1942,52,2704,4,16
1,0,5,55,9,3,2698,55,3025,81,25
1,0,3,51,1,5,942,51,2601,1,9
1,0,7,53,2,4,2205,53,2809,4,49
0,1,6,39,5,5,1358,0,1521,25,36
1,0,5,52,2,4,1556,52,2704,4,25
1,0,4,54,7,5,2193,54,2916,49,16
1,0,4,54,7,4,2558,54,2916,49,16
1,0,4,53,4,5,1889,53,2809,16,16
1,0,5,52,2,5,820,52,2704,4,25
1,0,1,51,3,5,1728,51,2601,9,1
1,0,4,51,1,4,1131,51,2601,1,16
1,0,3,51,2,4,1219,51,2601,4,9
1,0,3,51,2,4,1309,51,2601,4,9
1,0,4,52,2,2,1489,52,2704,4,16
1,0,8,53,3,5,2024,53,2809,9,64
0,1,6,37,2,3,1343,0,1369,4,36
1,0,2,49,0,3,558,49,2401,0,4
1,0,3,52,3,3,1072,52,2704,9,9
0,1,6,38,4,4,1104,0,1444,16,36
0,1,4,37,2,4,1317,0,1369,4,16
1,0,3,52,3,5,1365,52,2704,9,9
1,0,4,53,4,3,1743,53,2809,16,16
1,0,6,54,5,5,2063,54,2916,25,36
1,0,8,53,3,5,1630,53,2809,9,64
1,0,7,53,3,3,2051,53,2809,9,49
1,0,7,53,2,4,1556,53,2809,4,49
1,0,3,51,1,5,1368,51,2601,1,9
1,0,5,53,4,3,1584,53,2809,16,25
1,0,4,52,2,5,1462,52,2704,4,16
0,1,4,38,4,3,1742,0,1444,16,16
0,1,8,39,4,4,1727,0,1521,16,64
1,0,7,53,2,4,1384,53,2809,4,49
1,0,3,52,4,5,1877,52,2704,16,9
1,0,6,54,5,2,1909,54,2916,25,36
0,1,9,38,2,3,1892,0,1444,4,81
1,0,6,54,5,5,2363,54,2916,25,36
0,1,8,37,1,4,1478,0,1369,1,64
1,0,7,51,0,5,1470,51,2601,0,49
1,0,5,51,1,4,1200,51,2601,1,25
1,0,3,52,3,3,1399,52,2704,9,9
1,0,9,53,2,6,1567,53,2809,4,81
0,1,8,38,2,2,2066,0,1444,4,64
0,1,6,39,6,3,2118,0,1521,36,36
1,0,1,50,2,5,1142,50,2500,4,1
1,0,4,51,1,5,1246,51,2601,1,16
1,0,1,52,5,5,1915,52,2704,25,1
1,0,9,56,7,3,2785,56,3136,49,81
0,1,3,36,2,2,1281,0,1296,4,9
1,0,7,54,5,5,1950,54,2916,25,49
0,1,7,39,4,4,1669,0,1521,16,49
1,0,3,52,3,5,1467,52,2704,9,9
1,0,7,51,0,3,1727,51,2601,0,49
0,1,7,38,3,4,2138,0,1444,9,49
1,0,4,52,3,2,1312,52,2704,9,16
1,0,8,54,4,4,2191,54,2916,16,64
1,0,5,54,6,4,2049,54,2916,36,25
0,1,5,37,2,4,1060,0,1369,4,25
1,0,6,53,3,5,2143,53,2809,9,36
1,0,10,54,4,5,1854,54,2916,16,100
1,0,7,54,4,5,1578,54,2916,16,49
1,0,3,52,3,3,1467,52,2704,9,9
0,1,4,35,0,4,976,0,1225,0,16
1,0,2,51,3,5,1152,51,2601,9,4
1,0,4,53,4,5,1790,53,2809,16,16
1,0,6,53,3,5,1519,53,2809,9,36
1,0,6,53,4,4,1980,53,2809,16,36
1,0,2,51,2,4,1166,51,2601,4,4
1,0,6,52,2,4,1678,52,2704,4,36
1,0,6,54,5,5,2028,54,2916,25,36
1,0,3,51,2,5,1230,51,2601,4,9
0,1,4,37,2,4,1455,0,1369,4,16
1,0,5,52,2,4,1774,52,2704,4,25
1,0,2,52,5,4,1592,52,2704,25,4
0,1,6,38,3,5,1746,0,1444,9,36
1,0,5,51,1,4,1550,51,2601,1,25
0,1,5,38,3,4,1276,0,1444,9,25
1,0,3,53,5,4,1405,53,2809,25,9
1,0,7,53,3,3,1590,53,2809,9,49
0,1,8,38,3,5,1878,0,1444,9,64
1,0,3,51,1,5,1637,51,2601,1,9
0,1,4,38,4,3,1416,0,1444,16,16
0,1,2,35,1,5,1040,0,1225,1,4
0,1,3,37,4,4,891,0,1369,16,9
1,0,2,50,1,4,1346,50,2500,1,4
1,0,3,51,2,4,1059,51,2601,4,9
1,0,4,53,4,4,1571,53,2809,16,16
0,1,3,38,5,3,1649,0,1444,25,9
0,1,5,37,2,4,907,0,1369,4,25
0,1,3,38,5,4,1410,0,1444,25,9
1,0,12,55,4,3,2473,55,3025,16,144
1,0,10,53,2,5,1361,53,2809,4,100
0,1,4,37,2,4,1072,0,1369,4,16
0,1,4,37,3,4,1128,0,1369,9,16
1,0,6,54,5,5,2250,54,2916,25,36
0,1,4,37,3,5,1076,0,1369,9,16
1,0,4,51,1,6,1463,51,2601,1,16
1,0,4,53,5,6,1721,53,2809,25,16
0,1,4,38,5,2,1694,0,1444,25,16
0,1,3,36,2,5,1154,0,1296,4,9
1,0,5,52,2,2,1438,52,2704,4,25
1,0,6,53,4,3,1735,53,2809,16,36
1,0,6,54,5,4,2282,54,2916,25,36
1,0,8,51,0,5,925,51,2601,0,64
0,1,3,37,4,5,1562,0,1369,16,9
1,0,3,52,3,5,1279,52,2704,9,9
1,0,8,54,4,5,2465,54,2916,16,64
0,1,10,37,0,6,1453,0,1369,0,100
0,1,7,39,4,3,2273,0,1521,16,49
1,0,5,53,4,4,1573,53,2809,16,25
1,0,7,53,3,3,1966,53,2809,9,49
1,0,3,50,0,3,1147,50,2500,0,9
1,0,6,53,3,4,1689,53,2809,9,36
1,0,5,53,3,4,1644,53,2809,9,25
1,0,7,53,3,2,1974,53,2809,9,49
0,1,3,36,1,5,784,0,1296,1,9
1,0,9,52,1,3,1526,52,2704,1,81
1,0,5,53,3,4,1649,53,2809,9,25
1,0,3,53,5,3,2175,53,2809,25,9
1,0,5,53,3,3,1776,53,2809,9,25
1,0,5,52,2,5,1357,52,2704,4,25
0,1,6,37,2,4,1242,0,1369,4,36
1,0,2,51,3,3,1525,51,2601,9,4
1,0,11,55,4,4,2223,55,3025,16,121
0,1,7,38,2,5,1615,0,1444,4,49
1,0,3,52,3,4,1449,52,2704,9,9
1,0,2,51,3,3,1150,51,2601,9,4
1,0,6,53,4,5,1801,53,2809,16,36
1,0,7,55,8,5,2402,55,3025,64,49
1,0,5,53,3,3,1755,53,2809,9,25
1,0,7,52,1,4,1945,52,2704,1,49
1,0,5,53,3,4,1542,53,2809,9,25
1,0,11,54,2,3,1986,54,2916,4,121
1,0,4,53,4,4,987,53,2809,16,16
1,0,7,53,2,5,2036,53,2809,4,49
0,1,5,37,2,4,1664,0,1369,4,25
1,0,7,53,2,3,1272,53,2809,4,49
1,0,3,51,1,5,1172,51,2601,1,9
1,0,6,54,5,3,2192,54,2916,25,36
1,0,4,55,9,4,2744,55,3025,81,16
1,0,7,54,4,4,2001,54,2916,16,49
1,0,5,54,5,5,1650,54,2916,25,25
0,1,6,37,2,3,978,0,1369,4,36
1,0,1,51,4,4,1649,51,2601,16,1
1,0,5,52,2,3,1871,52,2704,4,25
1,0,8,55,6,2,2438,55,3025,36,64
0,1,4,36,1,3,1397,0,1296,1,16
0,1,4,38,4,3,1255,0,1444,16,16
0,1,3,37,3,4,1183,0,1369,9,9
0,1,3,38,5,4,1669,0,1444,25,9
1,0,5,50,0,2,976,50,2500,0,25
1,0,7,53,2,3,1864,53,2809,4,49
1,0,6,52,2,3,1095,52,2704,4,36
1,0,7,54,5,6,1523,54,2916,25,49
0,1,2,34,0,4,694,0,1156,0,4
1,0,6,53,3,4,1608,53,2809,9,36
1,0,6,52,1,4,1582,52,2704,1,36
1,0,5,52,2,4,1127,52,2704,4,25
1,0,7,55,6,4,1888,55,3025,36,49
1,0,4,53,4,4,1332,53,2809,16,16
1,0,5,51,1,5,1570,51,2601,1,25
0,1,2,37,4,5,1339,0,1369,16,4
1,0,8,54,4,5,2070,54,2916,16,64
1,0,4,53,5,4,1703,53,2809,25,16
0,1,4,37,2,4,1088,0,1369,4,16
1,0,3,51,1,5,1580,51,2601,1,9
1,0,5,54,5,3,2266,54,2916,25,25
0,1,6,36,0,4,832,0,1296,0,36
0,1,6,37,2,5,1337,0,1369,4,36
1,0,3,53,5,5,1476,53,2809,25,9
0,1,4,37,2,6,854,0,1369,4,16
1,0,5,54,7,4,2504,54,2916,49,25
1,0,11,55,4,3,2371,55,3025,16,121
0,1,2,36,2,5,941,0,1296,4,4
1,0,2,50,1,3,1208,50,2500,1,4
1,0,1,50,1,5,771,50,2500,1,1
0,1,4,38,4,5,1671,0,1444,16,16
1,0,1,51,3,5,944,51,2601,9,1
1,0,5,53,3,3,1806,53,2809,9,25
1,0,5,52,2,4,1590,52,2704,4,25
1,0,8,52,1,5,1829,52,2704,1,64
1,0,7,52,1,4,1557,52,2704,1,49
1,0,7,52,1,5,1507,52,2704,1,49
1,0,5,50,0,5,878,50,2500,0,25
0,1,6,37,2,5,1336,0,1369,4,36
0,1,10,39,4,4,1927,0,1521,16,100
1,0,4,52,3,4,1726,52,2704,9,16
1,0,4,51,1,5,1411,51,2601,1,16
0,1,6,39,6,4,1700,0,1521,36,36
1,0,3,51,2,5,1252,51,2601,4,9
1,0,7,53,2,3,1607,53,2809,4,49
1,0,2,51,2,5,1440,51,2601,4,4
1,0,5,53,3,3,1328,53,2809,9,25
1,0,4,52,3,6,1769,52,2704,9,16
0,1,5,37,2,5,1230,0,1369,4,25
1,0,3,52,3,4,1693,52,2704,9,9
1,0,6,52,2,4,1367,52,2704,4,36
0,1,6,37,2,5,1633,0,1369,4,36
1,0,5,53,4,3,1545,53,2809,16,25
0,1,4,37,2,4,1409,0,1369,4,16
1,0,2,52,5,5,1676,52,2704,25,4
1,0,5,53,4,3,1806,53,2809,16,25
1,0,2,52,4,4,1460,52,2704,16,4
0,1,6,37,2,3,1734,0,1369,4,36
1,0,6,54,5,4,1892,54,2916,25,36
1,0,2,52,5,5,1864,52,2704,25,4
1,0,1,52,5,4,1694,52,2704,25,1
0,1,4,39,6,3,2146,0,1521,36,16
0,1,8,38,2,4,1549,0,1444,4,64
0,1,5,39,5,4,1813,0,1521,25,25
1,0,5,53,3,6,1553,53,2809,9,25
1,0,8,52,1,4,1846,52,2704,1,64
1,0,5,52,2,5,1688,52,2704,4,25
0,1,5,36,1,4,1156,0,1296,1,25
1,0,2,51,2,3,846,51,2601,4,4
1,0,8,53,3,2,2030,53,2809,9,64
1,0,7,53,3,5,2249,53,2809,9,49
0,1,3,36,2,4,993,0,1296,4,9
1,0,5,53,3,4,1666,53,2809,9,25
1,0,7,53,3,2,1649,53,2809,9,49
1,0,3,51,1,6,857,51,2601,1,9
0,1,1,36,3,6,1174,0,1296,9,1
0,1,6,36,0,3,1200,0,1296,0,36
0,1,4,37,3,4,1624,0,1369,9,16
1,0,6,53,3,3,2006,53,2809,9,36
0,1,5,39,5,4,1687,0,1521,25,25
1,0,4,53,5,3,1861,53,2809,25,16
1,0,6,53,3,4,1736,53,2809,9,36
1,0,10,53,2,3,2210,53,2809,4,100
1,0,8,53,3,4,1884,53,2809,9,64
1,0,2,51,3,2,1149,51,2601,9,4
1,0,3,51,1,6,1128,51,2601,1,9
1,0,3,52,4,5,2048,52,2704,16,9
0,1,2,37,5,4,1173,0,1369,25,4
0,1,1,35,2,2,662,0,1225,4,1
1,0,3,51,2,2,1347,51,2601,4,9
1,0,1,51,4,5,1267,51,2601,16,1
1,0,5,53,4,5,1805,53,2809,16,25
1,0,3,52,4,4,1862,52,2704,16,9
1,0,9,52,1,3,1428,52,2704,1,81
1,0,4,51,1,5,1701,51,2601,1,16
1,0,1,52,5,5,1025,52,2704,25,1
1,0,3,51,1,6,1111,51,2601,1,9
0,1,5,37,2,5,1349,0,1369,4,25
1,0,5,51,1,6,1412,51,2601,1,25
1,0,8,53,2,3,1315,53,2809,4,64
1,0,5,53,4,4,1948,53,2809,16,25
1,0,4,53,4,4,1903,53,2809,16,16
0,1,3,37,4,3,1592,0,1369,16,9
0,1,8,38,3,3,1815,0,1444,9,64
1,0,5,54,5,5,1836,54,2916,25,25
0,1,0,34,3,6,858,0,1156,9,0
1,0,5,52,2,3,1276,52,2704,4,25
1,0,6,53,3,5,2086,53,2809,9,36
1,0,6,53,4,5,1787,53,2809,16,36
1,0,2,51,2,3,1312,51,2601,4,4
1,0,7,54,4,4,1874,54,2916,16,49
1,0,3,53,6,3,1994,53,2809,36,9
1,0,5,54,7,6,2322,54,2916,49,25
0,1,3,36,1,5,1156,0,1296,1,9
1,0,7,53,3,2,2086,53,2809,9,49
1,0,5,53,3,4,1105,53,2809,9,25
1,0,2,52,4,4,1735,52,2704,16,4
1,0,3,52,4,4,1571,52,2704,16,9
0,1,2,37,4,4,1145,0,1369,16,4
1,0,2,52,4,5,539,52,2704,16,4
1,0,7,53,2,1,1193,53,2809,4,49
1,0,2,51,3,4,1467,51,2601,9,4
1,0,3,51,1,3,1492,51,2601,1,9
1,0,3,51,2,3,1579,51,2601,4,9
0,1,6,37,1,3,1101,0,1369,1,36
0,1,3,36,1,4,1263,0,1296,1,9
1,0,2,51,2,3,1491,51,2601,4,4
1,0,8,53,3,5,1916,53,2809,9,64
1,0,2,51,2,3,1164,51,2601,4,4
1,0,5,53,4,5,2154,53,2809,16,25
0,1,8,38,2,4,1587,0,1444,4,64
0,1,7,38,3,4,2199,0,1444,9,49
0,1,3,37,3,4,1036,0,1369,9,9
1,0,3,52,3,5,1432,52,2704,9,9
1,0,3,51,1,4,931,51,2601,1,9
1,0,6,52,2,5,2197,52,2704,4,36
1,0,3,53,6,4,1768,53,2809,36,9
0,1,3,36,2,3,1295,0,1296,4,9
0,1,3,36,2,5,1153,0,1296,4,9
1,0,3,52,4,5,1740,52,2704,16,9
1,0,8,52,1,3,1388,52,2704,1,64
1,0,11,54,3,4,2359,54,2916,9,121
1,0,2,52,4,6,1201,52,2704,16,4
1,0,4,51,1,5,946,51,2601,1,16
1,0,2,51,2,3,1373,51,2601,4,4
1,0,6,52,1,4,1233,52,2704,1,36
1,0,5,50,0,4,1465,50,2500,0,25
1,0,4,52,2,4,943,52,2704,4,16
0,1,5,36,1,4,1362,0,1296,1,25
1,0,3,53,6,3,1849,53,2809,36,9
1,0,7,54,5,3,2155,54,2916,25,49
1,0,4,55,8,4,1956,55,3025,64,16
1,0,6,52,1,5,1459,52,2704,1,36
1,0,6,54,6,3,2438,54,2916,36,36
0,1,3,37,4,3,1249,0,1369,16,9
0,1,5,37,2,5,1362,0,1369,4,25
1,0,6,52,2,5,1342,52,2704,4,36
1,0,3,51,1,6,1232,51,2601,1,9
1,0,0,48,1,5,332,48,2304,1,0
1,0,6,51,0,3,1356,51,2601,0,36
0,1,7,38,3,2,1658,0,1444,9,49
0,1,5,38,3,5,960,0,1444,9,25
1,0,7,53,2,4,1526,53,2809,4,49
0,1,2,34,0,4,666,0,1156,0,4
0,1,3,37,3,4,1146,0,1369,9,9
1,0,0,49,2,3,767,49,2401,4,0
1,0,4,53,4,4,1427,53,2809,16,16
1,0,6,52,2,4,1488,52,2704,4,36
0,1,5,38,4,3,1535,0,1444,16,25
1,0,1,50,2,4,859,50,2500,4,1
1,0,3,53,5,4,1622,53,2809,25,9
0,1,3,37,3,3,1662,0,1369,9,9
1,0,5,53,3,5,2092,53,2809,9,25
1,0,7,52,1,3,1504,52,2704,1,49
1,0,4,53,4,5,1570,53,2809,16,16
1,0,6,53,3,5,1984,53,2809,9,36
1,0,6,53,4,4,2365,53,2809,16,36
1,0,7,55,6,4,2242,55,3025,36,49
1,0,3,52,4,3,1522,52,2704,16,9
1,0,7,53,2,3,1508,53,2809,4,49
0,1,8,38,3,4,1432,0,1444,9,64
0,1,3,38,5,5,1660,0,1444,25,9
1,0,5,52,2,2,1366,52,2704,4,25
0,1,8,38,2,1,1260,0,1444,4,64
0,1,1,36,3,2,1420,0,1296,9,1
1,0,2,54,8,4,2228,54,2916,64,4
1,0,4,53,4,5,1631,53,2809,16,16
1,0,3,51,1,3,1117,51,2601,1,9
1,0,8,53,3,3,1443,53,2809,9,64
1,0,7,53,3,5,1813,53,2809,9,49
1,0,3,51,2,4,1323,51,2601,4,9
1,0,5,52,2,2,1051,52,2704,4,25
0,1,4,38,4,5,1286,0,1444,16,16
1,0,6,52,2,4,1916,52,2704,4,36
1,0,4,54,6,5,1604,54,2916,36,16
1,0,6,53,4,5,2138,53,2809,16,36
1,0,6,52,1,4,1251,52,2704,1,36
1,0,6,52,1,5,2092,52,2704,1,36
1,0,3,51,2,4,1451,51,2601,4,9
1,0,6,53,4,5,1741,53,2809,16,36
0,1,8,39,4,4,2439,0,1521,16,64
1,0,6,52,2,6,1508,52,2704,4,36
1,0,7,54,5,3,2179,54,2916,25,49
1,0,5,55,8,4,2461,55,3025,64,25
0,1,7,39,5,4,2116,0,1521,25,49
1,0,6,53,4,5,1790,53,2809,16,36
1,0,7,53,3,5,1740,53,2809,9,49
1,0,8,52,1,4,1754,52,2704,1,64
1,0,3,52,3,5,1547,52,2704,9,9
1,0,8,52,1,3,2180,52,2704,1,64
1,0,3,52,4,4,1859,52,2704,16,9
1,0,6,52,1,4,1537,52,2704,1,36
0,1,7,39,5,3,2283,0,1521,25,49
1,0,16,56,4,5,3116,56,3136,16,256
0,1,6,37,2,3,1479,0,1369,4,36
1,0,8,53,2,4,1749,53,2809,4,64
1,0,5,54,7,4,2897,54,2916,49,25
0,1,4,37,3,4,1014,0,1369,9,16
1,0,6,53,3,4,1677,53,2809,9,36
1,0,7,53,3,4,2198,53,2809,9,49
0,1,5,38,3,5,1404,0,1444,9,25
0,1,3,36,2,4,1332,0,1296,4,9
1,0,5,53,4,4,1604,53,2809,16,25
1,0,8,53,3,4,2412,53,2809,9,64
1,0,4,53,5,2,2156,53,2809,25,16
1,0,4,51,1,4,1384,51,2601,1,16
0,1,2,36,2,4,1125,0,1296,4,4
1,0,5,53,4,4,2011,53,2809,16,25
1,0,4,53,4,7,1474,53,2809,16,16
0,1,1,36,4,4,1099,0,1296,16,1
0,1,7,39,4,3,1955,0,1521,16,49
0,1,2,36,2,3,695,0,1296,4,4
1,0,3,52,3,1,1285,52,2704,9,9
1,0,3,52,4,5,1215,52,2704,16,9
1,0,8,53,3,4,1760,53,2809,9,64
1,0,7,53,3,1,1499,53,2809,9,49
1,0,5,50,0,3,1196,50,2500,0,25
1,0,1,50,1,5,624,50,2500,1,1
0,1,5,38,4,3,1267,0,1444,16,25
1,0,2,51,2,4,1100,51,2601,4,4
0,1,6,39,6,4,1761,0,1521,36,36
1,0,6,54,6,3,2224,54,2916,36,36
1,0,6,54,5,4,2064,54,2916,25,36
1,0,3,51,2,5,1352,51,2601,4,9
1,0,3,51,2,4,1280,51,2601,4,9
1,0,5,53,3,3,1471,53,2809,9,25
1,0,8,54,4,4,2185,54,2916,16,64
1,0,7,54,4,3,1951,54,2916,16,49
1,0,8,53,3,3,1746,53,2809,9,64
1,0,6,52,2,3,1714,52,2704,4,36
1,0,1,52,5,3,1284,52,2704,25,1
1,0,3,52,4,5,1475,52,2704,16,9
0,1,5,37,2,4,2044,0,1369,4,25
1,0,5,53,3,3,1815,53,2809,9,25
1,0,4,52,3,5,1095,52,2704,9,16
1,0,3,51,1,3,1107,51,2601,1,9
0,1,10,38,2,4,1979,0,1444,4,100
1,0,5,52,2,3,1587,52,2704,4,25
1,0,5,53,4,2,2087,53,2809,16,25
0,1,10,42,11,4,3092,0,1764,121,100
1,0,7,52,1,2,1554,52,2704,1,49
0,1,7,38,3,4,1554,0,1444,9,49
1,0,5,50,0,3,1692,50,2500,0,25
1,0,2,50,1,3,1523,50,2500,1,4
1,0,6,52,2,4,1349,52,2704,4,36
1,0,3,52,4,5,1186,52,2704,16,9
1,0,5,54,7,5,2052,54,2916,49,25
1,0,5,52,2,4,1110,52,2704,4,25
0,1,5,38,3,5,1715,0,1444,9,25
0,1,4,38,5,3,1362,0,1444,25,16
0,1,5,38,3,6,1652,0,1444,9,25
1,0,2,53,6,4,1710,53,2809,36,4
1,0,3,51,1,3,903,51,2601,1,9
1,0,12,53,1,4,2277,53,2809,1,144
1,0,4,52,3,4,1625,52,2704,9,16
1,0,2,51,2,4,1299,51,2601,4,4
1,0,7,53,2,4,1649,53,2809,4,49
1,0,7,53,3,5,2111,53,2809,9,49
1,0,4,52,3,4,1331,52,2704,9,16
0,1,8,39,4,4,1626,0,1521,16,64
1,0,8,54,5,4,2448,54,2916,25,64
1,0,4,54,6,5,1954,54,2916,36,16
1,0,5,54,5,3,1935,54,2916,25,25
0,1,3,35,0,3,821,0,1225,0,9
0,1,2,36,3,6,1317,0,1296,9,4
1,0,7,52,1,3,1915,52,2704,1,49
1,0,5,53,3,3,1596,53,2809,9,25
0,1,4,37,2,3,1186,0,1369,4,16
1,0,2,51,2,5,1066,51,2601,4,4
1,0,3,50,0,3,1288,50,2500,0,9
1,0,4,52,2,7,1303,52,2704,4,16
0,1,10,37,0,3,1590,0,1369,0,100
1,0,7,53,3,6,2153,53,2809,9,49
1,0,6,53,4,4,1917,53,2809,16,36
1,0,5,54,6,4,1695,54,2916,36,25
0,1,3,38,5,4,1804,0,1444,25,9
1,0,2,52,4,2,1113,52,2704,16,4
1,0,8,51,0,4,1228,51,2601,0,64
1,0,5,53,3,4,1485,53,2809,9,25
1,0,5,53,3,4,1597,53,2809,9,25
1,0,2,51,3,4,1831,51,2601,9,4
1,0,5,53,3,5,1401,53,2809,9,25
0,1,3,37,4,4,1029,0,1369,16,9
1,0,5,52,2,5,1851,52,2704,4,25
0,1,3,37,4,3,1329,0,1369,16,9
1,0,4,51,1,5,1226,51,2601,1,16
0,1,8,36,0,1,1190,0,1296,0,64
1,0,2,54,9,4,2421,54,2916,81,4
1,0,9,52,1,3,1591,52,2704,1,81
1,0,5,53,3,4,2097,53,2809,9,25
1,0,7,55,6,4,2264,55,3025,36,49
1,0,3,51,1,4,952,51,2601,1,9
0,1,5,39,5,5,1776,0,1521,25,25
1,0,1,51,3,6,894,51,2601,9,1
1,0,5,52,2,2,1194,52,2704,4,25
0,1,4,38,4,4,1574,0,1444,16,16
1,0,6,55,7,6,2432,55,3025,49,36
1,0,2,51,3,5,1284,51,2601,9,4
1,0,5,52,2,5,1381,52,2704,4,25
1,0,7,53,3,4,1841,53,2809,9,49
1,0,8,54,4,6,1709,54,2916,16,64
1,0,4,52,2,3,1464,52,2704,4,16
1,0,8,52,1,4,1756,52,2704,1,64
1,0,4,53,5,1,1605,53,2809,25,16
1,0,9,53,2,3,2200,53,2809,4,81
1,0,4,51,1,4,993,51,2601,1,16
1,0,7,54,4,5,2178,54,2916,16,49
1,0,5,52,2,5,1379,52,2704,4,25
1,0,1,51,4,4,1076,51,2601,16,1
1,0,1,51,4,6,1215,51,2601,16,1
1,0,5,52,2,2,1133,52,2704,4,25
0,1,6,38,3,2,1525,0,1444,9,36
1,0,6,53,3,4,1807,53,2809,9,36
1,0,1,50,1,4,1051,50,2500,1,1
1,0,1,52,5,4,1139,52,2704,25,1
0,1,6,39,5,5,1462,0,1521,25,36
